Project_ID,Description,Risk_Types
4856,"This is a Commercial project in Gambleview, Zimbabwe. Budget: 41.2M, Timeline: 50 months, Past Incidents: 3. The project is well-planned. complex design",Quality Issue
4857,"This is a Mixed-Use project in Jacksonfort, Lesotho. Budget: 16.2M, Timeline: 9 months, Past Incidents: 2. The project follows standard practices. has potential for accidents currency exchange risks","Safety,Budget Overrun"
4858,"This is a Mixed-Use project in Kaylatown, Qatar. Budget: 9.0M, Timeline: 56 months, Past Incidents: 2. The project is well-planned. requires working at heights contingency budget is low waste management challenges","Safety,Budget Overrun,Environmental"
4859,"This is a Commercial project in West Kristen, Estonia. Budget: 67.9M, Timeline: 31 months, Past Incidents: 3. The project follows standard practices. has potential for accidents located in a sensitive ecosystem","Safety,Environmental"
4860,"This is a Mixed-Use project in Gabriellachester, Taiwan. Budget: 50.5M, Timeline: 19 months, Past Incidents: 5. The project is well-planned. has potential for accidents scope creep is likely tight quality control needed","Safety,Budget Overrun,Quality Issue"
4861,"This is a Infrastructure project in Danielleburgh, United Kingdom. Budget: 79.8M, Timeline: 44 months, Past Incidents: 0. The team is experienced. has potential for accidents",Safety
4862,"This is a Industrial project in North Tony, United States Virgin Islands. Budget: 13.5M, Timeline: 13 months, Past Incidents: 2. The project is well-planned. currency exchange risks tight quality control needed","Budget Overrun,Quality Issue"
4863,"This is a Infrastructure project in Lake Johnton, Congo. Budget: 9.2M, Timeline: 31 months, Past Incidents: 4. Stakeholders are actively involved. tight quality control needed",Quality Issue
4864,"This is a Mixed-Use project in Port Charleston, Kazakhstan. Budget: 73.9M, Timeline: 13 months, Past Incidents: 4. The project is well-planned. involves heavy machinery has a tight deadline scope creep is likely","Safety,Delay,Budget Overrun"
4865,"This is a Infrastructure project in Lake Brianfort, Hungary. Budget: 46.8M, Timeline: 22 months, Past Incidents: 3. The project is well-planned. involves heavy machinery material prices are volatile potential for soil contamination","Safety,Budget Overrun,Environmental"
4866,"This is a Residential project in North Ronaldville, Gambia. Budget: 7.5M, Timeline: 14 months, Past Incidents: 5. The project follows standard practices. has potential for accidents complex scheduling required","Safety,Delay"
4867,"This is a Infrastructure project in New Nicholas, Congo. Budget: 2.4M, Timeline: 58 months, Past Incidents: 2. The project follows standard practices. has potential for accidents contingency budget is low strict environmental regulations","Safety,Budget Overrun,Environmental"
4868,"This is a Residential project in East Chadfurt, Guernsey. Budget: 59.7M, Timeline: 16 months, Past Incidents: 4. The project follows standard practices. contingency budget is low",Budget Overrun
4869,"This is a Residential project in Davidmouth, Sierra Leone. Budget: 43.2M, Timeline: 29 months, Past Incidents: 4. The project follows standard practices. has a tight deadline scope creep is likely complex design","Delay,Budget Overrun,Quality Issue"
4870,"This is a Residential project in Port Lauren, Tokelau. Budget: 3.9M, Timeline: 59 months, Past Incidents: 1. The team is experienced. unproven subcontractors",Quality Issue
4871,"This is a Industrial project in South Stevenberg, Germany. Budget: 26.9M, Timeline: 48 months, Past Incidents: 0. The team is experienced. uses new construction techniques",Quality Issue
4872,"This is a Commercial project in North Scottland, Pitcairn Islands. Budget: 90.9M, Timeline: 43 months, Past Incidents: 4. The project is well-planned. unproven subcontractors",Quality Issue
4873,"This is a Residential project in New Nicole, Gibraltar. Budget: 29.9M, Timeline: 10 months, Past Incidents: 4. The team is experienced. complex scheduling required",Delay
4874,"This is a Residential project in Brewerview, Gibraltar. Budget: 23.3M, Timeline: 60 months, Past Incidents: 3. The project is well-planned. uncertain cost estimates",Budget Overrun
4875,"This is a Industrial project in New Davidhaven, Estonia. Budget: 71.6M, Timeline: 60 months, Past Incidents: 4. The team is experienced. potential for soil contamination",Environmental
4876,"This is a Infrastructure project in South Jennifer, Marshall Islands. Budget: 8.1M, Timeline: 6 months, Past Incidents: 1. The project is well-planned. unproven subcontractors high carbon footprint","Quality Issue,Environmental"
4877,"This is a Industrial project in North Kenneth, Saint Helena. Budget: 76.6M, Timeline: 53 months, Past Incidents: 2. Stakeholders are actively involved. involves heavy machinery has a tight deadline currency exchange risks high precision required","Safety,Delay,Budget Overrun,Quality Issue"
4878,"This is a Mixed-Use project in South Debraside, Germany. Budget: 85.5M, Timeline: 48 months, Past Incidents: 3. The project is well-planned. located in a high-risk area high precision required","Safety,Quality Issue"
4879,"This is a Mixed-Use project in New Desireeberg, Mozambique. Budget: 82.1M, Timeline: 38 months, Past Incidents: 2. The team is experienced. may face permitting delays complex design located in a sensitive ecosystem","Delay,Quality Issue,Environmental"
4880,"This is a Mixed-Use project in Davistown, Morocco. Budget: 86.6M, Timeline: 12 months, Past Incidents: 0. Stakeholders are actively involved. has potential for accidents complex design high carbon footprint","Safety,Quality Issue,Environmental"
4881,"This is a Industrial project in Webbfurt, Jordan. Budget: 74.5M, Timeline: 9 months, Past Incidents: 3. Stakeholders are actively involved. unproven subcontractors",Quality Issue
4882,"This is a Commercial project in Lake Melissa, Cuba. Budget: 1.5M, Timeline: 38 months, Past Incidents: 4. The project follows standard practices. located in a high-risk area uncertain cost estimates high carbon footprint","Safety,Budget Overrun,Environmental"
4883,"This is a Industrial project in West Gavin, Qatar. Budget: 75.3M, Timeline: 26 months, Past Incidents: 4. Stakeholders are actively involved. located in a sensitive ecosystem",Environmental
4884,"This is a Infrastructure project in Joshuafort, Tuvalu. Budget: 76.1M, Timeline: 15 months, Past Incidents: 0. The project is well-planned. high precision required located in a sensitive ecosystem","Quality Issue,Environmental"
4885,"This is a Infrastructure project in New Francisco, Bahamas. Budget: 81.2M, Timeline: 17 months, Past Incidents: 1. The project follows standard practices. has potential for accidents currency exchange risks waste management challenges","Safety,Budget Overrun,Environmental"
4886,"This is a Commercial project in Antoniomouth, Congo. Budget: 57.4M, Timeline: 19 months, Past Incidents: 4. The project is well-planned. located in a high-risk area located in a sensitive ecosystem","Safety,Environmental"
4887,"This is a Mixed-Use project in Catherineton, Greenland. Budget: 49.0M, Timeline: 14 months, Past Incidents: 2. Stakeholders are actively involved. has a tight deadline potential for soil contamination","Delay,Environmental"
4888,"This is a Mixed-Use project in Morrisonmouth, Libyan Arab Jamahiriya. Budget: 29.9M, Timeline: 35 months, Past Incidents: 5. The team is experienced. requires working at heights",Safety
4889,"This is a Infrastructure project in South John, Guernsey. Budget: 30.0M, Timeline: 55 months, Past Incidents: 5. The team is experienced. potential supply chain disruptions uncertain cost estimates unproven subcontractors strict environmental regulations","Delay,Budget Overrun,Quality Issue,Environmental"
4890,"This is a Commercial project in West Jose, Faroe Islands. Budget: 50.7M, Timeline: 54 months, Past Incidents: 4. Stakeholders are actively involved. needs strict safety protocols high precision required","Safety,Quality Issue"
4891,"This is a Industrial project in Katherineton, Niger. Budget: 84.8M, Timeline: 26 months, Past Incidents: 3. Stakeholders are actively involved. involves heavy machinery",Safety
4892,"This is a Infrastructure project in West Haroldside, Maldives. Budget: 48.3M, Timeline: 11 months, Past Incidents: 3. The project is well-planned. requires working at heights complex scheduling required potential for soil contamination","Safety,Delay,Environmental"
4893,"This is a Infrastructure project in Lake Eric, Cocos (Keeling) Islands. Budget: 83.6M, Timeline: 60 months, Past Incidents: 3. The project follows standard practices. uncertain cost estimates strict environmental regulations","Budget Overrun,Environmental"
4894,"This is a Commercial project in Brooksmouth, Egypt. Budget: 16.1M, Timeline: 17 months, Past Incidents: 2. The team is experienced. has a tight deadline",Delay
4895,"This is a Mixed-Use project in Josephburgh, United States Virgin Islands. Budget: 71.0M, Timeline: 60 months, Past Incidents: 4. Stakeholders are actively involved. potential supply chain disruptions high precision required located in a sensitive ecosystem","Delay,Quality Issue,Environmental"
4896,"This is a Commercial project in Stephenmouth, French Polynesia. Budget: 2.9M, Timeline: 21 months, Past Incidents: 4. The team is experienced. contingency budget is low unproven subcontractors","Budget Overrun,Quality Issue"
4897,"This is a Infrastructure project in Port Micheal, Palestinian Territory. Budget: 43.5M, Timeline: 42 months, Past Incidents: 0. The project follows standard practices. dependent on weather conditions",Delay
4898,"This is a Industrial project in East Seanview, Rwanda. Budget: 85.0M, Timeline: 20 months, Past Incidents: 5. The project is well-planned. has a tight deadline",Delay
4899,"This is a Infrastructure project in Martinezton, Colombia. Budget: 38.1M, Timeline: 40 months, Past Incidents: 5. The team is experienced. involves heavy machinery",Safety
4900,"This is a Commercial project in West Ebonyside, Isle of Man. Budget: 74.5M, Timeline: 42 months, Past Incidents: 4. The team is experienced. located in a sensitive ecosystem",Environmental
4901,"This is a Industrial project in Lake Danielborough, Bahamas. Budget: 90.2M, Timeline: 6 months, Past Incidents: 5. Stakeholders are actively involved. needs strict safety protocols",Safety
4902,"This is a Infrastructure project in Powershaven, Heard Island and McDonald Islands. Budget: 17.3M, Timeline: 49 months, Past Incidents: 3. The team is experienced. potential for soil contamination",Environmental
4903,"This is a Industrial project in Thompsonfurt, Djibouti. Budget: 76.3M, Timeline: 60 months, Past Incidents: 1. The project is well-planned. requires working at heights tight quality control needed","Safety,Quality Issue"
